title,company,location,posted,url,stem
Human Resources Manager ,DRC ,"Mogadishu, Somalia"," September 1, 2022",https://qaranjobs.com/job/human-resources-manager-mogadishu-somalia-4/,0
Jobs at Somali Red Crescent Society (SRCS) (3 Positions),Ururka Bisha Cas (SRCS) ,Somalia," September 1, 2022",https://qaranjobs.com/?post_type=job_listing&p=21638,0
Jobs at Save The Children (3 Positions) ,Save the Children ,Somalia/Somaliland," September 1, 2022",https://qaranjobs.com/?post_type=job_listing&p=21639,0
Finance Officer ,IRC ,"Dhuusamareeb, Somalia"," August 31, 2022",https://qaranjobs.com/job/finance-officer-dhusamareeb-somalia/,0
Sharia Compliance Manager ,Bushra Business Bank (BBBank) ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/sharia-compliance-manager-mogadishu-somalia-2/,0
Re-Advert: Storekeeper ,ICRC ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/re-advert-storekeeper-mogadishu-somalia/,0
Health and Nutrition Manager ,WARDI Relief & Development Initiatives ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/health-and-nutrition-manager-mogadishu-somalia/,0
Program Officer ,Save the Children ,"Kismayo, Somalia"," August 31, 2022",https://qaranjobs.com/job/program-officer-iycf-kismayo-somalia/,0
Procurement Assistant ,Save the Children ,"Baidoa, Somalia"," August 31, 2022",https://qaranjobs.com/job/procurement-assistant-baidoa-somalia/,0
Re-Advert: Crisis Response officer (3 Positions) ,Mercy Corps ,"Jijiga, Somali Region"," August 31, 2022",https://qaranjobs.com/job/re-advert-crisis-response-officer-3-positions-jijiga-somali-region/,0
Jobs at Central Bank of Somalia (3 Positions) ,Central Bank of Somalia ,Somalia," August 31, 2022",https://qaranjobs.com/job/jobs-at-central-bank-of-somalia-3-positions-somali-jobs/,0
Jobs at MSF (4 Positions) ,MSF ,Somalia," August 31, 2022",https://qaranjobs.com/?post_type=job_listing&p=21630,0
Senior Experts ,Kaaliye Consulting Group (KCG) ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/senior-experts-mogadishu-somalia/,0
Media and Communications Assistant ,Islamic Relief ,"Hargeisa, Somaliland"," August 31, 2022",https://qaranjobs.com/job/media-and-communications-assistant-hargeisa-somaliland/,0
Case Management Coordinator ,CTG ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/case-management-coordinator-mogadishu-somalia/,0
School College Counsellor ,Pharo Foundation ,"Sheikh, Somaliland"," August 31, 2022",https://qaranjobs.com/job/school-college-counsellor-sheikh-somaliland/,0
Scholarship Officer ,Pharo Foundation ,"Hargeisa, Somaliland"," August 31, 2022",https://qaranjobs.com/job/scholarship-officer-hargeisa-somaliland/,0
Project Manager ,Health Poverty Action (HPA) ,"Hargeisa, Somaliland"," August 31, 2022",https://qaranjobs.com/job/project-manager-hargeisa-somaliland-10/,0
Nutrition Project Officer ,Health Poverty Action (HPA) ,"Hargeisa, Somaliland"," August 31, 2022",https://qaranjobs.com/job/nutrition-project-officer-hargeisa-somaliland/,0
Nutrition Supervisor ,Health Poverty Action (HPA) ,"Hargeisa, Somaliland"," August 31, 2022",https://qaranjobs.com/job/nutrition-supervisor-hargeisa-somaliland/,0
National Project Officer (NPO) ,International Labour Organization (ILO) ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/national-project-officer-npo-mogadishu-somalia/,0
"Political Affairs Officer, P3 ",UNSOM ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/political-affairs-officer-p3-mogadishu-somalia-2/,0
Senior Finance Assistant ,UNOPS ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/senior-finance-assistant-mogadishu-somalia/,0
Finance Associate ,UNOPS ,"Mogadishu, Somalia"," August 31, 2022",https://qaranjobs.com/job/finance-associate-mogadishu-somalia/,0
National Professional Officer (Public Health) (11 Positions) ,WHO ,Somalia," August 31, 2022",https://qaranjobs.com/job/national-professional-officer-public-health-11-positions-somalia/,0
Terms of Reference (TOR) for Study On Barriers To Gender And Sexual Health Seeking Behaviors ,CARE ,Somalia/Somaliland," August 31, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-study-on-barriers-to-gender-and-sexual-health-seeking-behaviors-somalia-somaliland/,0
Construction Engineer ,Daya Construction & Contracting Company ,"Hargeisa, Somaliland"," August 30, 2022",https://qaranjobs.com/job/construction-engineer-hargeisa-somaliland-3/,0
Construction Officer ,Windle International Kenya (WIK) ,"Dadaab, Kenya"," August 30, 2022",https://qaranjobs.com/job/construction-officer-dadaab-kenya/,0
Head of Finance and Administration ,Windle International Kenya (WIK) ,Nairobi," August 30, 2022",https://qaranjobs.com/job/head-of-finance-and-administration-nairobi/,0
Safeguarding Monitor ,Windle International Kenya (WIK) ,Kenya," August 30, 2022",https://qaranjobs.com/job/safeguarding-monitor-kenya/,0
Psychosocial Counselors ,Windle International Kenya (WIK) ,Kenya," August 30, 2022",https://qaranjobs.com/job/psychosocial-counselors-kenya/,0
Auxiliary Nurse (EPI) ,SRCS ,"Raage Ceele, Middle Shabelle, Somalia"," August 30, 2022",https://qaranjobs.com/job/auxiliary-nurse-epi-rage-eelle-middle-shabelle-somalia/,0
Community Health Focal Person ,SRCS ,"Burtinle, Puntland"," August 30, 2022",https://qaranjobs.com/job/community-health-focal-person-burtinle-puntland/,0
Community Health Focal Person ,SRCS ,"Eyl, Puntland"," August 30, 2022",https://qaranjobs.com/job/community-health-focal-person-eyl-puntland/,0
Purchasing Officer ,MSF ,"Bay region, Somalia"," August 30, 2022",https://qaranjobs.com/job/purchasing-officer-bay-region-somalia/,0
Project Coordinator Assistant ,MSF ,"Bay region, Somalia"," August 30, 2022",https://qaranjobs.com/job/project-coordinator-assistant-bay-region-somalia/,0
Nurse Team Supervisor ,MSF ,"Bay region, Somalia"," August 30, 2022",https://qaranjobs.com/job/nurse-team-supervisor-bay-region-somalia/,0
FIN/ HR Assistant ,MSF ,"Bay, Somalia"," August 30, 2022",https://qaranjobs.com/job/fin-hr-assistant-bay-region-somalia/,0
Finance Assistant ,CARE ,"Garowe, Somalia"," August 30, 2022",https://qaranjobs.com/job/finance-assistant-garowe-somalia-2/,0
Monitoring & Evaluation Officer ,GIT Consultancy ,"Baidoa, Somalia"," August 30, 2022",https://qaranjobs.com/job/monitoring-evaluation-officer-baidoa-somalia/,0
Project Manager ,GIT Consultancy ,"Baidoa, Somalia"," August 30, 2022",https://qaranjobs.com/job/project-manager-baidoa-somalia/,0
Re-Advert: Finance Assistant ,Islamic Relief ,"Bardheere, Somalia"," August 29, 2022",https://qaranjobs.com/job/re-advert-finance-assistant-bardheere-somalia/,0
Finance Intern ,Adeso ,"Garowe, Somalia"," August 29, 2022",https://qaranjobs.com/job/finance-intern-garowe-somalia/,0
National consultant ,UNICEF ,"Mogadishu, Somalia"," August 29, 2022",https://qaranjobs.com/job/national-consultant-emergency-officer-mogadishu-somalia/,0
Procurement Officer ,NRC ,"Jijiga, Somali Region"," August 20, 2022",https://qaranjobs.com/job/procurement-officer-jijiga-somali-region/,0
Programme Assistant (Nutrition) G5 ,WFP ,"Dollow, Somalia"," August 20, 2022",https://qaranjobs.com/job/programme-assistant-nutrition-g5-dollow-somalia/,0
"Social & Behavior Change Specialist (SBC) & Accountability to Affected Populations (AAP) Specialist, P-3 ",UNICEF ,"Mogadishu, Somalia"," August 20, 2022",https://qaranjobs.com/job/social-behavior-change-specialist-sbc-accountability-to-affected-populations-aap-specialist-p-3-mogadishu-somalia/,0
Consultant to draft the Situation Analysis of International Migration in Somalia ,UNESCWA ,Beirut," August 20, 2022",https://qaranjobs.com/job/consultant-to-draft-the-situation-analysis-of-international-migration-in-somalia-somalis-can-apply/,0
Gender Responsive Procurement Consultant ,UNDP ,Home based," August 20, 2022",https://qaranjobs.com/job/gender-responsive-procurement-consultant-home-based/,0
"Legal Officer, General and Administrative Law Division (LEGGL) ",IOM ,Homebased," August 20, 2022",https://qaranjobs.com/job/legal-officer-general-and-administrative-law-division-leggl-homebased/,0
Information Management Officer ,IOM ,Djibouti," August 20, 2022",https://qaranjobs.com/job/information-management-officer-djibouti/,0
Administrative and Finance Officer ,Kaaliye Consulting Group (KCG) ,"Mogadishu, Somalia"," August 20, 2022",https://qaranjobs.com/job/administrative-and-finance-officer-mogadishu-somalia/,0
Partnership Officer ,UNICEF ,Somalia," August 19, 2022",https://qaranjobs.com/job/partnership-officer-somalia/,0
Field Monitoring and Evaluation Officer ,COOPI ,"Baidoa, Somalia"," August 19, 2022",https://qaranjobs.com/job/field-monitoring-and-evaluation-officer-baidoa-somalia/,0
GIS Data Analyst (Somalia National) ,Action Against Hunger ,"Mogadishu, Somalia"," August 19, 2022",https://qaranjobs.com/job/gis-data-analyst-somalia-national-mogadishu-somalia/,0
Terms Of Reference (ToR) for Qualitative Research Consultant for SOMJR Real Time Review ,OXFAM ,Somalia," August 19, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-qualitative-research-consultant-for-somjr-real-time-review-somalia/,0
Emergency Coordination Specialist ,FAO ,Somalia," August 18, 2022",https://qaranjobs.com/job/emergency-coordination-specialist-somalia/,0
Horn of Africa: Transparency and Compliance Manager ,ACTED ,"Mogadishu, Somalia"," August 18, 2022",https://qaranjobs.com/job/horn-of-africa-transparency-and-compliance-manager-mogadishu-somalia/,0
Media and Communication Assistant ,Islamic Relief Somalia ,"Garowe, Somalia"," August 18, 2022",https://qaranjobs.com/job/media-and-communication-assistant-garowe-somalia/,0
Re-Advert: NORAD Project Manager ,Save the Children ,"Garowe, Somalia"," August 18, 2022",https://qaranjobs.com/job/re-advert-norad-project-manager-garowe-somalia/,0
"Programme Specialist (Health), P-3 ",UNICEF ,"Mogadishu, Somalia"," August 18, 2022",https://qaranjobs.com/job/programme-specialist-health-p-3-mogadishu-somalia/,0
Terms Of Reference For District Based Local Consultant ,Borama Local Government ,"Borama, Somaliland"," August 18, 2022",https://qaranjobs.com/job/terms-of-reference-for-district-based-local-consultant-gis-consultant-borama-somaliland/,0
SRCS Operations Officer ,SRCS ,"Hargeisa, Somaliland"," August 17, 2022",https://qaranjobs.com/job/srcs-operations-officer-hargeisa-somaliland/,0
Re-Advert: Health ICT officer ,SRCS ,"Mogadishu, Somalia"," August 17, 2022",https://qaranjobs.com/job/re-advert-health-ict-officer-mogadishu-somalia/,0
Monitoring Evaluation Accountability and Learning (MEAL) Officer ,DRC ,"Jigjiga, Somali Region"," August 17, 2022",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-officer-jigjiga-somali-region/,0
Program Coordinator ,The Oslo Center ,Puntland State of Somalia," August 17, 2022",https://qaranjobs.com/job/program-coordinator-puntland-state-of-somalia/,0
WASH Engineer ,SRDA ,"Mogadishu, Somalia"," August 17, 2022",https://qaranjobs.com/job/wash-engineer-mogadishu-somalia-2/,0
Finance Manager ,SRDA ,"Mogadishu, Somalia"," August 17, 2022",https://qaranjobs.com/job/finance-manager-mogadishu-somalia-7/,0
Human Resources Manager ,SRDA ,"Mogadishu, Somalia"," August 17, 2022",https://qaranjobs.com/job/human-resources-manager-mogadishu-somalia-3/,0
Procurement and Logistics Officer ,SRDA ,"Mogadishu, Somalia"," August 17, 2022",https://qaranjobs.com/job/procurement-and-logistics-officer-mogadishu-somalia-2/,0
Finance Assistant (Emergency Roster) ,Save the Children ,"Borama, Somaliland"," August 17, 2022",https://qaranjobs.com/job/finance-assistant-emergency-roster-borama-somaliland/,0
Program Assistant (Emergency Roster) ,Save the Children ,"Borama, Somaliland"," August 17, 2022",https://qaranjobs.com/job/program-assistant-emergency-roster-borama-somaliland/,0
Program Officer- Child Survival (Emergency Roster) ,Save the Children ,"Boroma, Somaliland"," August 17, 2022",https://qaranjobs.com/job/program-officer-child-survival-emergency-roster-boroma-somaliland/,0
Program Assistant- Child Survival (Emergency Roster) ,Save the Children ,"Burao, Somaliland"," August 17, 2022",https://qaranjobs.com/job/program-assistant-child-survival-emergency-roster-burao-somaliland/,0
Awards Officer (Emergency Roster) ,Save the Children ,Somaliland," August 17, 2022",https://qaranjobs.com/job/awards-officer-emergency-roster-somaliland/,0
Monitoring Evaluation Accountability and Learning Officer ,Save the Children ,"Hargeisa, Somaliland"," August 17, 2022",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-officer-hargeisa-somaliland-2/,0
Program Officer (Emergency Roster) ,Save the Children ,"Burao, Somaliland"," August 17, 2022",https://qaranjobs.com/job/program-officer-emergency-roster-burao-somaliland/,0
Program Assistant- Child Survival (Emergency Roster) ,Save the Children ,"Boroma, Somaliland"," August 17, 2022",https://qaranjobs.com/job/program-assistant-child-survival-emergency-roster-boroma-somaliland/,0
Medical Supervisor Officer ( Emergency Roster) ,Save the Children ,"Burao, Somaliland"," August 17, 2022",https://qaranjobs.com/job/medical-supervisor-officer-emergency-roster-burao-somaliland/,0
Monitoring Evaluation Accountability and Learning (MEAL) Assistant (Emergency Roster) ,Save the Children ,"Burao, Somaliland"," August 17, 2022",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-assistant-emergency-roster-burao-somaliland/,0
Senior Project Assistant (CCCM) ,CTG ,"Beledweyne, Somalia"," August 17, 2022",https://qaranjobs.com/job/senior-project-assistant-cccm-beledweyne-somalia/,0
Field Assistant ,CTG ,"Luuq, Somalia"," August 17, 2022",https://qaranjobs.com/job/field-assistant-cccm-luuq-somalia/,0
IYCF Officer ,CARE ,"Burao, Somaliland"," August 17, 2022",https://qaranjobs.com/job/iycf-officer-burao-somaliland/,0
"Principal Electoral Affairs Officer, D1 ",UNSOM ,"Mogadishu, Somalia"," August 16, 2022",https://qaranjobs.com/job/principal-electoral-affairs-officer-d1-mogadishu-somalia/,0
Logistics Officer ,NRC ,"Garowe, Puntland State of Somalia"," August 16, 2022",https://qaranjobs.com/job/logistics-officer-garowe-puntland-state-of-somalia/,0
Storekeeper 2 ,ICRC ,"Jigjiga, Somali Region"," August 16, 2022",https://qaranjobs.com/job/storekeeper-2-jigjiga-somali-region/,0
MEAL Officer ,International Medical Corps (IMC) ,"Jigjiga, Somali Region"," August 16, 2022",https://qaranjobs.com/job/meal-officer-jigjiga-somali-region-2/,0
IT Infrastructure Officer(5 Positions) ,Shabelle Bank ,"Jigjiga, Somali Region"," August 16, 2022",https://qaranjobs.com/job/it-infrastructure-officer5-positions-jigjiga-somali-region/,0
Head of Safety ,DRC ,"Mogadishu, Somalia"," August 16, 2022",https://qaranjobs.com/job/head-of-safety-mogadishu-somalia/,0
"Security Manager, (P4) ",UNICEF ,"Mogadishu, Somalia"," August 16, 2022",https://qaranjobs.com/job/security-manager-p4-mogadishu-somalia/,0
Story Telling Officer ,Mercy Corps ,"Baidoa, Somalia"," August 16, 2022",https://qaranjobs.com/job/story-telling-officer-baidoa-somalia/,0
Strategic Communication for Learning Manager ,Mercy Corps ,"Mogadishu, Somalia"," August 16, 2022",https://qaranjobs.com/job/strategic-communication-for-learning-manager-mogadishu-somalia/,0
Community Accountability And Response Mechanism (CARM) Assistant ,Mercy Corps ,"Mogadishu, Somalia"," August 16, 2022",https://qaranjobs.com/job/community-accountability-and-response-mechanism-carm-assistant-mogadishu-somalia/,0
MEAL Data Management Officer for ECHO EIE Consortium ,Save the Children ,"Mogadishu, Somalia"," August 15, 2022",https://qaranjobs.com/job/meal-data-management-officer-for-echo-eie-consortium-mogadishu-somalia-2/,0
Child Protection Officer ,Plan International ,"Hargeisa, Somaliland"," August 15, 2022",https://qaranjobs.com/job/child-protection-officer-hargeisa-somaliland/,0
Jobs at Save The Children (6 Positions) | Somali Jobs,Save The Children International ,Somalia/Somaliland," August 15, 2022",https://qaranjobs.com/?post_type=job_listing&p=21359,0
Information Technology (IT) Intern ,Save the Children ,"Baidoa, Somalia"," August 15, 2022",https://qaranjobs.com/job/information-technology-it-intern-baidoa-somalia/,0
Program Intern ,Save the Children ,"Baidoa, Somalia"," August 15, 2022",https://qaranjobs.com/job/program-intern-child-survival-baidoa-somalia/,0
Area Manager ,DRC ,"Mogadishu, Somalia"," August 15, 2022",https://qaranjobs.com/job/area-manager-mogadishu-somalia-3/,0
National Professional Officer (Public Health) ,WHO ,"Mogadishu, Somalia"," August 15, 2022",https://qaranjobs.com/job/national-professional-officer-public-health-mogadishu-somalia-2/,0
Resilience CLA & Capacity Development Specialist ,Mercy Corps ,"Baidoa, Somalia"," August 15, 2022",https://qaranjobs.com/job/resilience-cla-capacity-development-specialist-baidoa-somalia-2/,0
Technical Advisor ,Galmudug State of Somalia ,Galmudug State of Somalia," August 15, 2022",https://qaranjobs.com/job/technical-advisor-galmudug-state-of-somalia/,0
"Invitation To Bid For Consultancy For Hydrogeological, Geophysical Investigation And Socio-economic And Environmental Assesment For Borehole Sitting In Dangoroyo District In Nugaal Region",Save The Children's International ,Nugaal Region," August 15, 2022",https://qaranjobs.com/job/invitation-to-bid-for-consultancy-for-hydrogeological-geophysical-investigation-and-socio-economic-and-environmental-assesment-for-borehole-sitting-in-dangoroyo-district-in-nugaal-region/,0
Finance Assistant ,Save the Children ,"Beledweyne, Somalia"," August 14, 2022",https://qaranjobs.com/job/finance-assistant-beledweyne-somalia/,0
Pastry Chef ,Mocha Café House ,"Hargeisa, Somaliland"," August 14, 2022",https://qaranjobs.com/job/pastry-chef-hargeisa-somaliland/,0
Child Rights Governance Technical Specialist ,Save the Children ,Somalia/Somaliland," August 14, 2022",https://qaranjobs.com/job/child-rights-governance-technical-specialist-somalia-somaliland/,0
Terms of Reference (TOR) For Poultry Management Training ,Concern Worldwide ,Somaliland," August 14, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-poultry-management-training-somaliland/,0
Sales (3 Positions) ,Waayeel Consulting LTD ,"Hargeisa, Somaliland"," August 14, 2022",https://qaranjobs.com/job/sales-3-positions-hargeisa-somaliland/,0
Accountant ,Waayeel Consulting LTD ,"Hargeisa, Somaliland"," August 14, 2022",https://qaranjobs.com/job/accountant-hargeisa-somaliland-10/,0
Jobs at IRC (11 Positions) | Somali Jobs,International Rescue Committee (IRC) ,Somalia," August 14, 2022",https://qaranjobs.com/job/jobs-at-irc-11-positions-somali-jobs/,0
Program Assistant (MPA CT) (1 Position) ,CTG ,"Bosaso, Somalia"," August 14, 2022",https://qaranjobs.com/job/program-assistant-mpa-ct-1-position-bosaso-somalia/,0
Assistant Project Coordinator for Kolibiri Content & Grass Roots Development ,UNV ,"Kakuma, Kenya"," August 14, 2022",https://qaranjobs.com/job/assistant-project-coordinator-for-kolibiri-content-grass-roots-development-somalis-in-kenya-can-apply/,0
Terms of Reference for Consultant for Refugee Engagement with Video Games Country Operation in North Macedonia and the Innovation Service ,UNHCR ,Home based," August 14, 2022",https://qaranjobs.com/job/terms-of-reference-for-consultant-for-refugee-engagement-with-video-games-country-operation-in-north-macedonia-and-the-innovation-service-home-based/,0
"Performance Rebuttal Reviewer (Retainer), Multiple positions ",UNOPS ,Home based," August 14, 2022",https://qaranjobs.com/job/performance-rebuttal-reviewer-retainer-multiple-positions-home-based/,0
Internal communications and diversity specialist ,UNDP ,Home based," August 14, 2022",https://qaranjobs.com/job/internal-communications-and-diversity-specialist-ipsa-10-home-based/,0
Interpreter/Translator ,Diversity Action Network (DAN) ,"Hargeisa, Somaliland"," August 13, 2022",https://qaranjobs.com/job/interpreter-translator-hargeisa-somaliland/,0
Jobs at SOS Children’s Villages International (37 Positions) | Somali Jobs,SOS Children's Villages ,Somalia," August 13, 2022",https://qaranjobs.com/?post_type=job_listing&p=21307,0
Short term ERD Officer (5 Months) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-erd-officer-5-months-baidoa-somalia/,0
Short term Supply Chain Officer (5 Months ) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-supply-chain-officer-5-months-baidoa-somalia/,0
Short Term Medical Officer (5 months) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-medical-officer-5-months-baidoa-somalia/,0
Short Term WPE/GBV Response Officer (5 Months) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-wpe-gbv-response-officer-5-months-baidoa-somalia/,0
Short Term IT Officer (5 months) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-it-officer-5-months-baidoa-somalia/,0
Short Term water and sanitation infrastructure Officer (5 Months) ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-water-and-sanitation-infrastructure-officer-5-months-baidoa-somalia/,0
Chef ,Mocha Café House ,"Hargeisa, Somaliland"," August 13, 2022",https://qaranjobs.com/job/chef-hargeisa-somaliland/,0
Short Term Admin/HR Officer ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-admin-hr-officer-baidoa-somalia/,0
Short term Supply Chain Officer ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-supply-chain-officer-baidoa-somalia/,0
Short Term IT Officer ,IRC ,"Baidoa, Somalia"," August 13, 2022",https://qaranjobs.com/job/short-term-it-officer-baidoa-somalia/,0
Cook ,ICRC ,"Guriceel, Galguduud, Galmudug State of Somalia"," August 13, 2022",https://qaranjobs.com/job/cook-guriceel-galguduud-region-galmudug-state-of-somalia/,0
SRH community mobilization officer ,International Medical Corps (IMC) ,"Dollo Ado, Somali Region"," August 13, 2022",https://qaranjobs.com/job/srh-community-mobilization-officer-dollo-ado-somali-region/,0
Re -Advert: WASH Engineer (2) ,International Medical Corps (IMC) ,"Dollo Ado, Somali Region"," August 13, 2022",https://qaranjobs.com/job/re-advert-wash-engineer-2-dollo-ado-somali-region/,0
Supervisor ,Edomias International ,"Jigjiga, Somali Region"," August 13, 2022",https://qaranjobs.com/job/supervisor-jigjiga-somali-region/,0
AC Technician ,Telesom Company ,"Hargeisa, Somaliland"," August 12, 2022",https://qaranjobs.com/job/ac-technician-hargeisa-somaliland/,0
Ultrasound Nurse ,SOS Children’s Villages International ,"Mogadishu, Somalia"," August 12, 2022",https://qaranjobs.com/job/ultrasound-nurse-mogadishu-somalia-3/,0
Nutrition Supervisor ,SOS Children’s Villages International ,"Balcad-Middle Shabelle, Somalia"," August 12, 2022",https://qaranjobs.com/job/nutrition-supervisor-balcad-middle-shabelle-somalia/,0
Preparation of Electricity Sub-Transmission and Distribution Integrated Development Least Cost Investment Plans ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," August 12, 2022",https://qaranjobs.com/job/preparation-of-electricity-sub-transmission-and-distribution-integrated-development-least-cost-investment-plans-mogadishu-somalia/,0
Short Term Water quality officer ,IRC ,"Baidoa, Bay, Somalia"," August 12, 2022",https://qaranjobs.com/job/short-term-water-quality-officer-baidoa-somalia/,0
"Human Resources Assistant, FS5 ",UNSOS ,"Mogadishu, Somalia"," August 12, 2022",https://qaranjobs.com/job/human-resources-assistant-fs5-mogadishu-somalia/,0
Adaptation Systematic Literature Review ,International Livestock Research Institute (ILRI) ,Home based," August 11, 2022",https://qaranjobs.com/job/adaptation-systematic-literature-review-somalis-in-kenya-can-apply/,0
"Sustainable Fashion (Home-based), I ",UNEP ,Home based," August 11, 2022",https://qaranjobs.com/job/sustainable-fashion-home-based-i-somalis-in-kenya-can-apply/,0
Council Of Women World Leaders ,United Nations Foundation ,Remote," August 11, 2022",https://qaranjobs.com/job/council-of-women-world-leaders-remote/,0
Terms of Reference for Mid-term evaluation of the Green Financing Facility (GFF) ,UNHCR ,Home based," August 11, 2022",https://qaranjobs.com/job/terms-of-reference-for-mid-term-evaluation-of-the-green-financing-facility-gff-home-based/,0
Evaluation Consultant (SDG15) ,FAO ,Home based," August 11, 2022",https://qaranjobs.com/job/evaluation-consultant-sdg15-home-based/,0
Jobs at Federal Government of Somalia (5 Positions) ,Federal Government of Somalia (FGS) ,Somalia," August 11, 2022",https://qaranjobs.com/job/jobs-at-federal-government-of-somalia-5-positions-somali-jobs/,0
Temporary SC Nurse (3 Positions) ,SOS Children’s Villages International ,"Baidoa, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-sc-nurse-3-positions-baidoa-somalia/,0
Temporary SC-Stabilization Center Assistant (2 positions) ,SOS Children’s Villages International ,"Baidoa, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-sc-stabilization-center-assistant-2-positions-baidoa-somalia/,0
Temporary Nutrition Supervisor ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-nutrition-supervisor-buur-hakaba-somalia-2/,0
Temporary Nutrition Nurse (5 positions) ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-nutrition-nurse-5-positions-buur-hakaba-somalia/,0
Temporary Health and Nutrition project Officer ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-health-and-nutrition-project-officer-buur-hakaba-somalia/,0
Temporary Nutrition Supervisor ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-nutrition-supervisor-buur-hakaba-somalia/,0
Temporary SC Supervisor ,SOS Children’s Villages International ,"Baidoa, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-sc-supervisor-baidoa-somalia/,0
Temporary Midwife (6 Positions) ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-midwife-6-positions-buur-hakaba-somalia/,0
Temporary Medical Doctor ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-medical-doctor-buur-hakaba-somalia/,0
Temporary Meal Assistant ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-meal-assistant-buur-hakaba-somalia/,0
Temporary Logistics Assistant ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-logistics-assistant-buur-hakaba-somalia/,0
Temporary Laboratory Technician ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-laboratory-technician-buur-hakaba-somalia/,0
Temporary GBV Nurse (2 Positions) ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-gbv-nurse-2-positions-buur-hakaba-somalia/,0
Temporary General Nurse (5 Positions) ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-general-nurse-5-positions-buur-hakaba-somalia/,0
Temporary Pharmacist (2 positions) ,SOS Children’s Villages International ,"Buur Hakaba, Somalia"," August 11, 2022",https://qaranjobs.com/job/temporary-pharmacist-2-positions-buur-hakaba-somalia/,0
Cash and Voucher Assistance Consultant ,USAID ,"Mogadishu, Somalia"," August 11, 2022",https://qaranjobs.com/job/cash-and-voucher-assistance-consultant-mogadishu-somalia/,0
Protection Officer ,Active in Development Aid ,"Dollow/Ceelwaaq, Somalia"," August 9, 2022",https://qaranjobs.com/job/protection-officer-dollow-ceelwaaq-somalia/,0
"Dean, Faculty of Business and Management Science ",Zamzam University of Science and Technology ,"Mogadishu, Somalia"," August 9, 2022",https://qaranjobs.com/job/dean-faculty-of-business-and-management-science-mogadishu-somalia/,0
Programme Assistant ,Save the Children ,"Beledweyne, Somalia"," August 9, 2022",https://qaranjobs.com/job/programme-assistant-beledweyne-somalia-2/,0
Supervisor ,Mocha Café House ,"Hargeisa, Somaliland"," August 9, 2022",https://qaranjobs.com/job/supervisor-hargeisa-somaliland-2/,0
